id,title,type,s/pv,year,meeting_number,day_date_time,president,members,agenda,text
375,Afghanistan_Situation_285202,39,,,,,,,,"The President: I thank the representative of Pakistan
for the kind words he addressed to me.

The next speaker inscribed on my list is the
representative of Tajikistan. I invite him to take a seat at
the Council table and to make his statement."
376,Afghanistan_Situation_285202,40,,,,,,,,"Mr. Alimov (Tajikistan) (interpretation from Russian):
The Republic of Tajikistan has actively supported the idea
of the adoption of a special resolution of the Security
Council on Afghanistan and is one of the co-sponsors of
the draft. We welcome the Council?€?s readiness to discuss
the dangerous development of the situation in Afghanistan
and possible steps to redress it.

It is by no means a matter of indifference to Tajikistan
as to the kind of situation that has existed recently in
neighbouring Afghanistan in connection with the approach
of hostilities directly to our border."
377,Afghanistan_Situation_285202,41,,,,,,,,"Our concern derives from an analysis of the real facts.
The leadership of the Taliban movement has been banking
on a military solution to the Afghan problem with the direct
and massive support from outside, and this cannot fail to be
a source of apprehension regarding possible armed actions
by the Taliban on the Tajik-Afghan border. We are
profoundly concerned over the reports from Afghanistan
regarding new, glaring violations of human rights and
international law there, including international humanitarian
law. We do not exclude the possibility of an uncontrollable
surge of Afghan refugees into our country. We are seriously
concerned by the genuine transformation of Afghanistan
into an exporter of terrorism and drugs."
378,Afghanistan_Situation_285202,42,,,,,,,,"We are convinced that the recent events in the north
of Afghanistan confirm the timeliness of the decision to
establish a Russia-Tajikistan-Uzbekistan ?€?troika?€? to
counteract religious extremism. Support from the territory
of the Islamic State of Afghanistan of various types of
extremist forces in Tajikistan can have a highly negative
effect on the peace process in our country."
379,Afghanistan_Situation_285202,43,,,,,,,,"Sr

the external threat must not undermine the process of
national reconciliation, has undertaken measures to
strengthen the Tajik-Afghan border in those areas in
particular danger. In cooperation with partners from the
Commonwealth of Independent States, we are doing
everything in our power to protect our common interests
and security."
380,Afghanistan_Situation_285202,44,,,,,,,,"We agree with many of the assessments of the
present situation in Afghanistan. For our part, we would
like to emphasize that the recent events in Afghanistan
have time and again clearly highlighted the impossibility
of resolving the Afghan conflict by force. No matter how
impressive military victories of one or another of the
parties to the conflict may seem, they can only lead to a
new, more dangerous and even harsher spiral of armed
confrontation and make even more remote the prospects
for the establishment of peace and _ stability in
Afghanistan."
381,Afghanistan_Situation_285202,45,,,,,,,,"We believe that in the present situation, the United
Nations must, in fact, reaffirm its leading role in efforts
to settle the Afghan crisis. There is a need for urgent,
practical steps on the part of the United Nations aimed at
stepping up assistance for a peaceful settlement in
Afghanistan."
382,Afghanistan_Situation_285202,46,,,,,,,,"Tajikistan, as a member of the group of neighbours
and friends of Afghanistan, the Six plus Two group, is
ready to support those efforts and to do everything in its
power to see that the Afghan groups immediately reach
agreement on a ceasefire and engage in serious
negotiations under the aegis of the United Nations on
ways to achieve a peaceful settlement to the conflict on
the basis of the decisions of the Security Council and the
General Assembly."
383,Afghanistan_Situation_285202,47,,,,,,,,"In our view, there is now a need to hold in the
region high-level meetings of representatives of States
members of the Six plus Two group, at which it will be
possible to consider a concrete plan for a settlement to the
conflict. Tajikistan could render the necessary assistance
in holding such a meeting.

In our view, the resolution being adopted today by
the Security Council contains a powerful political
momentum which should exert the appropriate impact on
all of the Afghan parties and on the States on which it
has a bearing. We hope that the Special Envoy of the
Secretary-General, Mr. Lakhdar Brahimi, and the United
Nations Special Mission to Afghanistan, with the support"
384,Afghanistan_Situation_285202,48,,,,,,,,"CO aes a

whom it is addressed so that the peace process at last will
replace the endless round of wars and conflicts on the land
of the brotherly Afghan people."
385,Afghanistan_Situation_285202,49,,,,,,,,"The President: The next speaker inscribed on my list
is the representative of India. I invite him to take a seat at
the Council table and to make his statement."
386,Afghanistan_Situation_285202,50,,,,,,,,"Mr. Saha (India): It is my privilege to address the
Security Council under your presidency, Sir.

I'll begin by conveying our deep sympathy for the
people of Afghanistan. The continuing war has brought
immense suffering to them for almost two decades. The
fighting which took place this summer, despite appeals and
warmings from the international community, has
compounded their misery. We are disturbed by reports that
human rights have been violated on a large scale, in
particular through the killing of children, women and
POWs. We expect that the next report of the Secretary-
General will give us a fuller picture of what has so far
appeared in snatches in the media."
387,Afghanistan_Situation_285202,51,,,,,,,,"Peace and stability in Afghanistan are in our security
interest, as they are for almost all of Afghanistan?€?s
neighbours. We have always respected the unity,
independence, sovereignty and territorial integrity of
Afghanistan. We are particularly concerned, therefore, that
all the evidence points to a de facto invasion of Afghanistan
by foreign military forces, in support of the Taliban. It also
worries us that the fighting is both exploiting and
heightening ethnic differences. If this continues, the unity
and independence of Afghanistan will be in danger, and if
Afghanistan unravels, the impact will be felt throughout the
region."
388,Afghanistan_Situation_285202,52,,,,,,,,"There is an Afghan personality which transcends
ethnic consciousness. The international community must
sustain and strengthen that personality, not widen ethnic
cleavages. A genuine power-sharing arrangement in which
all Afghan people are represented must take hold if peace
is to return. Territorial gains won through force, trickery or
bribery will be short lived if the people who live there are
alienated or, as has increasingly been the case, brutalized."
389,Afghanistan_Situation_285202,53,,,,,,,,"There have been many debates in the Council, in the
General Assembly and in meetings organized by the United
Nations, where we have heard statements deploring foreign
interference in Afghanistan. The Secretary-General has
rightly pointed out in his report [S/1998/532] on the
situation in Afghanistan dated 19 June 1998 that this is the"
390,Afghanistan_Situation_285202,54,,,,,,,,"I

community, and in particular this Council, have the
resolve to take steps that would stop the continuing
foreign interference, through the provision of arms,
supplies and advisers to the warring factions, and of late,
through the direct participation in the fighting of foreign
military personnel?"
391,Afghanistan_Situation_285202,55,,,,,,,,"The anarchy in Afghanistan has drawn terrorist
groups to it. Though the events of the last few weeks
have brought international focus to this aspect of the
Afghan problem, for years it has been known that the
most ruthless terrorist organizations have used
Afghanistan as a base to recruit, train and harbour
operatives who were sent out to carry out atrocities
abroad. The responsibility for allowing the Afghan
territory to be used for training international terrorists
falls on those who give them sanctuary."
392,Afghanistan_Situation_285202,56,,,,,,,,"This is an issue of particular concern to us, as India
has been the victim of state-sponsored, cross-border
terrorism in a most vicious form. We have, on many
occasions, drawn the world's attention to the presence of
the training camps in our immediate neighbourhood, in
Pakistan-occupied Kashmir and Afghanistan, where
terrorists are trained and equipped to carry out merciless,
violent and subversive activities in India, in particular in
the state of Jammu and Kashmir. The international
community has unfortunately been silent or indifferent to
these developments and unable to agree on concerted
efforts to tackle the menace of international terrorism, in
our region or elsewhere."
393,Afghanistan_Situation_285202,57,,,,,,,,"The crisis in Afghanistan has three main elements.
The first is the continuing war, fomented and sustained by
foreign interference. The second is that Afghanistan has
been turned into a haven for international terrorism. The
third is the lack of respect for international norms and
human rights in the areas controlled by the Taliban."
394,Afghanistan_Situation_285202,58,,,,,,,,"On the first element, the countries that have
instigated and participated in the Afghan fighting should
realize that a resolution can come only through peaceful
means, in direct negotiations between Afghan factions
under United Nations auspices, aimed at achieving
mutually acceptable solutions that accommodate the rights
and interests of all ethnic, religious and political groups
of Afghan society. These countries should encourage the
factions whom they support to return to the negotiating
table without delay and preconditions, and cooperate with
the aim of creating a broad-based and fully representative
Government which would protect the rights of all"
395,Afghanistan_Situation_285202,59,,,,,,,,"Oo CO a,

Afghanistan.

On the second issue, the international community
perhaps now realizes the magnitude and the ramifications
of the problem caused by the presence and activities of
foreign mercenaries and their foreign patrons, who have not
only destabilized Afghanistan but also made it a seminary
for international terrorists. However, selective unilateral
action cannot solve the problem of international terrorism.
Only an effective international cooperative effort to identify
and act against those responsible for international
terrorism ?€? whether individual terrorist groups or States ?€?
will succeed."
396,Afghanistan_Situation_285202,60,,,,,,,,"On the third issue, a condemnation of the violation of
international norms of conduct is not sufficient. The
international community must act together now to mobilize
the human rights machinery to ensure the observance of
internationally recognized human rights in all of
Afghanistan. The perpetrators of gross and systematic
violations of human rights must not be given the
international legitimacy they crave. This would be an
appropriate message to convey as we prepare to
commemorate the fiftieth anniversary of the Universal
Declaration of Human Rights."
397,Afghanistan_Situation_285202,61,,,,,,,,"The President: I thank the representative of India for
his kind words addressed to me.

The next speaker inscribed on my list is the
representative of the Islamic Republic of Iran. I invite him
to take a seat at the Council table and to make his
statement."
398,Afghanistan_Situation_285202,62,,,,,,,,"Mr. Nejad Hosseinian (Islamic Republic of Iran): I
would like to express our appreciation to you,
Mr. President, for convening this meeting of the Security
Council to consider the situation in Afghanistan, which is
alarming on both political and humanitarian grounds. We
have full confidence in your ability and diplomatic skills to
steer the work of the Council successfully so that it can
fulfil its obligation under the Charter in the face of this
threat to regional and international peace and security. I
also wish to thank Ambassador Sergey Lavrov for his
leadership of the Council in July."
399,Afghanistan_Situation_285202,63,,,,,,,,"The escalation of conflict and tension and the further
spread of lawlessness resulting from the recent military
offensive to the north of Afghanistan by the Taliban has
justifiably caused grave concern for most neighbours of
Afghanistan and for the rest of the international community."
400,Afghanistan_Situation_285202,64,,,,,,,,"EE ne

by the Taliban for the wishes of the international
community, as manifested by the decisions of the Security
Council and the General Assembly, the efforts of the
Secretary-General and his Special Envoy for the rejection
of further bloodshed and the attempt to find a political
settlement in which the views of all Afghan people are
taken into account. The international concern also stems
from the recognition of the time-honoured fact that
Afghanistan, as a country with a multi-ethnic,
multicultural and fiercely independent population, cannot
be ruled by a single group, particularly when that group
is widely believed to have been organized, supported and
patronized by foreign powers."
401,Afghanistan_Situation_285202,65,,,,,,,,"The Afghan people have made it amply clear in their
history that they will not tolerate direct or indirect foreign
domination, no matter what the cost. This is where the
problem lies. Otherwise, it should make little difference
to Afghanistan's neighbours or to the rest of the world
which group rules the country as long as it respects the
basic principles of human rights and the rules of inter-
State relations."
402,Afghanistan_Situation_285202,66,,,,,,,,"It may be trite to say so, but trite or not, we
continue to believe that the problem in Afghanistan has
no military solution and that persisting to seek a military
victory will only perpetuate the internecine violence in
that war-torn country and will fail, and fail miserably, to
bring peace and normalcy to the deserving people of
Afghanistan. In our opinion as a neighbour, even if the
Taliban succeed in getting control of the entire land of
Afghanistan, they will not be able to rule over all the
Afghan people, who are of different ethnic backgrounds
and political and religious persuasions. Unfortunately,
therefore, the problems in Afghanistan will continue to
plague the Afghan people, the region and elsewhere."
403,Afghanistan_Situation_285202,67,,,,,,,,"Very little is known about the record, background
and operations of the Taliban in the recent political
history of Afghanistan before they suddenly surfaced as
a well-equipped and well-financed militia group in
Afghanistan. Their emergence and their mode of
operation have raised serious questions ?€? for the Afghan
people and for the region ?€? about their independence and
future agenda. The reports of foreign assistance to the
Taliban in the form not only of the supply of arms and
ammunition, but also of logistics, planning and foreign
military personnel in the last few years, and particularly
during the recent Taliban offensive, have strengthened the
general suspicions about them. They are ostensibly
students of religion who have now learned to fight, drive"
404,Afghanistan_Situation_285202,68,,,,,,,,"proposition that other people in Afghanistan and the region
find difficult to believe. The Taliban?€?s history and
emergence are suspicious, but their practice since then is
disconcerting and outright threatening."
405,Afghanistan_Situation_285202,69,,,,,,,,"i ns

The daily reports of abuse and gross violations of
human rights, particularly against women and girls in the
name of Islam; the murders and constant harassment of
foreign relief workers and United Nations staff; the forced
displacement of the Afghan people on ethnic and religious
grounds, which has been referred to as Taliban-style ethnic
cleansing; the daily and indiscriminate bombardments of
civilians and defenceless people in Bamian and Hazarajat
where the Taliban have blocked the transit of urgent
foodstuffs and other humanitarian aid for months, leading
to massive starvation and death; the unbridled cultivation of
and traffic in drugs to meet the increasing demand for cash
to pay for Taliban offensive operations; and the harbouring
and instigation of terrorist elements and _ terrorist
organizations are routine and reflect the status of the
Taliban and the conditions under which the Afghan people
continue to resist. These issues are quite worrisome to the
international community, and they destabilize and threaten
the region."
406,Afghanistan_Situation_285202,70,,,,,,,,"The Islamic Republic of Iran respects the sovereignty
and territorial integrity of Afghanistan, a country we would
like to see continue its proud heritage of political
independence and non-alignment. The fate of Afghanistan
will be determined by the Afghan people themselves. They
will have to make the political decision to opt for peace.
Peace cannot be imposed on Afghanistan from abroad or by
outside forces. In this connection, the Islamic Republic of
Iran, like most other neighbours of Afghanistan and the rest
of the international community, earnestly believes that as
long as a lasting peace has not been achieved in
Afghanistan ?€? a peace which can be achieved only through
political negotiation under United Nations auspices and with
the help of the Organization of the Islamic Conference
(OIC), leading to the establishment of a Government that is
representative of all the Afghan people ?€? the world as a
whole, and the neighbouring countries in particular, will
continue to suffer and be threatened as a result of a number
of continuing and heightened problems."
407,Afghanistan_Situation_285202,71,,,,,,,,"As a neighbour, Iran is seriously concerned about the
following threats: first, continued violence close to its
borders; secondly, the danger of violence and conflict
spilling over into its territory; thirdly, the danger of the
flow of more refugees as a result of the escalation of the
conflict and of displacement by the Taliban of groups of

fourthly, the escalation of drug cultivation and trafficking
to and through the region to meet the increasing demand
for financing Taliban military offensives and rule by
force; and fifthly, the continued presence and activities of
terrorist elements and terrorist organizations in that"
408,Afghanistan_Situation_285202,72,,,,,,,,"country.

In the light of these destabilizing dangers and in
order to send a strong message to the Taliban that their
pursuit of a military solution is not acceptable to the
international community, and that they will continue to be
viewed unfavourably as long as they disregard the wish
of the international community and the call by the United
Nations for a political settlement in which the interests of
all Afghan groups are taken into account, my Government
co-sponsored the draft resolution under consideration in
the Council."
409,Afghanistan_Situation_285202,73,,,,,,,,"My Government has a greater stake in this draft
resolution. The plight of the personnel of the
Consulate-General of the Islamic Republic of Iran in
Mazar-e-Sharif, of the correspondent of the Islamic
Republic News Agency and of many Iranian relief
workers continues. The capture of the Iranian
Consulate-General and the abduction of its personnel by
the Taliban have been condemned by many States as
gross violations of the basic principles and recognized
norms of international law."
410,Afghanistan_Situation_285202,74,,,,,,,,"I would like to refer to Security Council document
S/1998/776 of 19 August 1998, in which the
circumstances of the capture of the Consulate by the
Taliban offensive forces in Mazar-e-Sharif and the names
of the Iranian captives are set out. I wish to add that the
taped conversation between the head of our
Consulate-General in Mazar-e-Sharif and the Foreign
Ministry in Tehran when the Consulate was captured by
the Taliban forces at 14.30 hours on 8 August is
available. The sound of automatic-rifle fire can clearly be
heard in the background.

I wish to stress that the continued detention of the
Iranian nationals by the Taliban is unacceptable to the
Islamic Republic of Iran. We certainly hope that the
demand by the Security Council for their immediate
release and safe and dignified passage out of Afghanistan
is heeded by them. We call upon other Governments to
do more and to use whatever influence they may have
over the Taliban to persuade them to release the Iranian
captives without further delay. We are grateful to the
Secretary-General and his Special Envoy, Mr. Brahimi,"
411,Afghanistan_Situation_285202,75,,,,,,,,"and we call upon them to redouble their efforts in this
humanitarian issue.

nS (ae

The President: I thank the representative of the
Islamic Republic of Iran for the kind words he addressed to
me."
412,Afghanistan_Situation_285202,76,,,,,,,,"The next speaker inscribed on my list is the
representative of Turkey. I invite him to take a seat at the
Council table and to make his statement.

Mr. Vural (Turkey): There seems to be no end to the
tragic suffering of the Afghan people, and the recent
developments have compounded this painful situation. In
addition to the extensive human suffering and destruction,
the current situation poses a growing threat to regional and
international security. That is why my delegation and
Government share the grave concern expressed in the draft
resolution presented to the Security Council."
413,Afghanistan_Situation_285202,77,,,,,,,,"Turkey has deep-rooted historical and cultural bonds
with the people of Afghanistan and with its neighbours. The
painful situation on the ground and its implications are felt
very deeply in Turkey by the Turkish people and
Government.

Information regarding human rights violations,
especially against women and girls, in the area under the
control of the Taliban, the execution of civilians and
prisoners of war, efforts to change the demographic
structure of Afghanistan, and the displacement of
populations from North to South are extremely worrying.
These acts are deplorable. Crimes against United Nations
personnel and the situation of the members of the
Consulate-General of Iran in Mazar-e-Sharif must be
urgently addressed."
414,Afghanistan_Situation_285202,78,,,,,,,,"Turkey is also concerned for Afghanistan's neighbours.
Their suffering from drug trafficking, the influx of refugees
and political tension originating from the crisis in
Afghanistan seems to be increasing. The political
atmosphere in the region has begun to deteriorate. Such a
trend could impair overall stability in the region."
415,Afghanistan_Situation_285202,79,,,,,,,,"The recent military campaign of the Taliban cannot be
a substitute for a political solution. Military victories
achieved with external support are an illusion. They can
provide neither a lasting nor a viable solution. This is a
lesson learned from the history of Afghanistan over the last
few centuries. A political dialogue among the Afghan
people is as necessary as ever. A broad-based government"
416,Afghanistan_Situation_285202,80,,,,,,,,"ne a

instrument that can lead the country to a lasting peace.

Collective diplomatic efforts, with the United
Nations in the central role, continue to be the most
efficient instrument to encourage the Afghan parties to
participate in dialogue and achieve a solution. The failure
of the very valuable efforts made last spring by the
United Nations and by a number of interested countries
should not discourage the international community.
Enhanced bilateral diplomatic activity between the
interested countries can also contribute to the process.
The Organization of the Islamic Conference should
maintain its useful cooperation with the United Nations
regarding Afghanistan."
417,Afghanistan_Situation_285202,81,,,,,,,,"It is my delegation?€?s belief that today?€?s draft
resolution is a good framework on which future
diplomatic activities can be based. It includes almost all
the elements which can lead the Afghan parties to a way
out of the deadlock. Initial political dialogue among the
parties, aiming at a broad-based government, should be
followed by the consideration of concrete measures.
These should include the demilitarization of Afghan cities,
the prevention of the supply of arms, the assignment of
civilian police forces, and the dismantling of the camps
harbouring extremists and terrorist elements, most of them
non-Afghans."
418,Afghanistan_Situation_285202,82,,,,,,,,"The pledge of the international community to assist
in the reconstruction of Afghanistan once peace is
established is most valuable. The Afghan parties must
seize this opportunity. Turkey remains committed to
contributing to the future rehabilitation of Afghanistan.

The President: The next speaker is_ the
representative of Uzbekistan. I invite him to take a seat at
the Council table and to make his statement.

Mr. Vohidov (Uzbekistan): Today, the Parliament of
Uzbekistan had a meeting at which deep concern was
expressed regarding the continuing military action in
Afghanistan; the Parliament considered that this military
action poses a major threat to international and regional
peace and security, particularly in the region of Central
Asia."
419,Afghanistan_Situation_285202,83,,,,,,,,"We strongly support the preservation of the
sovereignty, independence and territorial integrity of
Afghanistan. Uzbekistan has strong confidence that there
is no military solution to the Afghan conflict and that it
can be settled only through peaceful negotiations among"
420,Afghanistan_Situation_285202,84,,,,,,,,"a ,  , \ ee

refrain from further hostilities and to come to th
negotiating table. The Republic of Uzbekistan is confident
that all parties to the Afghan conflict should be involved in
a peace process aimed at the formation of a broad-based
and fully representative government of Afghanistan."
421,Afghanistan_Situation_285202,85,,,,,,,,"One of the main concerns of my Government is the
continuing supply of arms and ammunition to the parties to
the Afghan conflict and the unabated foreign interference in
Afghanistan. We are also confident that it is necessary to
cease such interference immediately. It is a fact that
continuing instability in Afghanistan creates conditions
favourable to the further spread of terrorism and the illegal
production and trafficking of drugs."
422,Afghanistan_Situation_285202,86,,,,,,,,"We are deeply concerned at the deteriorating
humanitarian situation in Afghanistan and hope that the
Afghan parties will do everything possible to create the
conditions necessary for the United Nations and other
international humanitarian organizations to provide
humanitarian assistance to all in Afghanistan who are in
need of it. We condemn violations of universally
recognized norms of international law and international
humanitarian law in Afghanistan in the field of the
treatment of prisoners of war and non-combatants in
Afghanistan."
423,Afghanistan_Situation_285202,87,,,,,,,,"Uzbekistan believes that the United Nations must
continue to play its central and impartial role in
international efforts towards a peaceful resolution of the
Afghan conflict."
424,Afghanistan_Situation_285202,88,,,,,,,,"Uzbekistan reiterates its position that the activities of
the Six plus Two group, one of the main mechanisms for
considering the situation in Afghanistan, are very important
towards the achievement of peaceful resolution of Afghan
conflict. In that connection, on behalf of my Government,
I would like to reaffirm the proposal of Uzbekistan that a
meeting of the Six plus Two group be held in the region.
We believe that such a meeting could make a positive
contribution to a political settlement of the Afghan conflict.
Tashkent is ready to host the meeting."
425,Afghanistan_Situation_285202,89,,,,,,,,"Taking into consideration all that I have said, the
Government of the Republic of Uzbekistan supports the
draft resolution on Afghanistan now before the Security
Council, and requests that Uzbekistan be considered as a
sponsor of the draft resolution."
426,Afghanistan_Situation_285202,90,,,,,,,,"I es 2 ee a

representative of Kazakhstan. I invite him to take a seat
at the Council table and to make his statement.

Mr. Kazykhanov (Kazakhstan) (interpretation from
Russian): Kazakhstan expresses its grave concern over the
escalation of hostilities in Afghanistan. The ongoing
armed conflict in that country poses a serious threat to
regional and international security, and is accompanied by
massive violations of human rights. One alarming
symptom of this is the evacuation from Afghanistan of
personnel of United Nations humanitarian agencies and
other international humanitarian organizations; this could
exacerbate the already drastic humanitarian situation in
that country."
427,Afghanistan_Situation_285202,91,,,,,,,,"Kazakhstan firmly condemns the recent killing of
two Afghan staff members of the World Food Programme
and of the Office of the United Nations High
Commissioner for Refugees in Jalalabad, and of the
Military Adviser to the United Nations Special Mission to
Afghanistan in Kabul."
428,Afghanistan_Situation_285202,92,,,,,,,,"We also share the serious concern of the Member
States of the United Nations regarding the fate of the
diplomats and staff members of the Consulate General of
Iran in Mazar-e-Sharif and other Iranian citizens seized in
Afghanistan."
429,Afghanistan_Situation_285202,93,,,,,,,,"On 15 August, the President of the Republic of
Kazakhstan, Nursultan Nazarbaev, made a special
statement in which he called on the Afghan parties to the
conflict to cease hostilities. The head of our Government
voiced the hope that the conflict would not extend beyond
the borders of Afghanistan. In case of the emergence of
a threat to the external borders of the Commonwealth of
Independent States (CIS) in that region, Kazakhstan ?€?
together with the States parties to the Treaty on Collective
Security of the CIS ?€? retains the right to undertake all
necessary measures to strengthen the security of the
external borders of the Commonwealth within the
framework of that Treaty."
430,Afghanistan_Situation_285202,94,,,,,,,,"In its practical actions regarding the situation in
Afghanistan, Kazakhstan bases itself on the need to agree
upon all actions with the States parties that attended the
meeting held in Almaty on 4 October 1996."
431,Afghanistan_Situation_285202,95,,,,,,,,"The current events in Afghanistan seriously threaten
to destabilize the situation in Central Asia. Therefore, on
the initiative of the President of Kazakhstan, on 22
August 1998 a meeting was held in Tashkent of the

Uzbekistan, Kyrgyzstan and Tajikistan, during which they
discussed issues linked to the exacerbation of the situation
in Afghanistan and its possible impact on the region of
Central Asia."
432,Afghanistan_Situation_285202,96,,,,,,,,"In supporting the efforts of the United Nations aimed
at the cessation of the conflict in Afghanistan and the
preservation of Afghanistan's territorial integrity,
Kazakhstan expresses its firm commitment to the decisions
of the Security Council and the General Assembly on
Afghanistan. Throughout the conflict in Afghanistan our
country has consistently favoured having the United Nations
play the central role in a settlement. This position of
Kazakhstan remains unchanged. Kazakhstan firmly
condemns any foreign interference in the internal affairs of
Afghanistan and supports the appeal for an immediate
cessation of the delivery of military supplies from outside
and halting active military support to the factions in
Afghanistan."
433,Afghanistan_Situation_285202,97,,,,,,,,"Kazakhstan is in favour of a speedy, peaceful solution
to the conflict in Afghanistan. In our view, only by taking
into account and respecting the interests of the various
ethnic, religious and political groups in Afghanistan can we
ensure the stability of the political system, as is attested to
by the history of that country. Allow me once again to
express the hope that this discussion of the question of
Afghanistan in the Security Council will yield positive
results for the settlement of the conflict and will assist in
putting an end to a war that has gone on for many years."
434,Afghanistan_Situation_285202,98,,,,,,,,"The President: The representative of Pakistan has
asked for the floor. I invite him to take a seat at the
Council table and to make his statement."
435,Afghanistan_Situation_285202,99,,,,,,,,"Mr. Akbar (Pakistan): We are grateful to you,
Mr. President, for giving us the floor for a second time to
set the record straight on a matter of crucial importance to
the Security Council itself, to Pakistan and to the
international community. The matter to which we are
referring has been under consideration by the Security
Council for the last 50 years. We deeply regret that another
effort was made by India today to distort the facts, which
are well known to the Security Council, as it has been the
guardian of its own resolutions which it passed 50 years
ago."
436,Afghanistan_Situation_285202,100,,,,,,,,"We would like to remind the Council that, in
accordance with its resolutions of 50 years ago, the state of
Jammu and Kashmir is a disputed territory. The Council
had promised the people of the state of Jammu and

i ee

determination in a United Nations-supervised plebiscite.
This promise, unfortunately, has not been fulfilled."
437,Afghanistan_Situation_285202,101,,,,,,,,"The Council will know that India has consistently
and wilfully obstructed the will of the international
community to implement the Council's resolution on the
situation in Jammu and Kashmir adopted under the
India/Pakistan question. India has deployed more than
600,000 troops in Indian-held Kashmir. These troops have
committed the worst kinds of acts of state terrorism
against the innocent people of Kashmir. International
human rights organizations have catalogued those massive
violations of human rights, in which women have been
raped, places of religious worship have been desecrated
and entire villages have been burned."
438,Afghanistan_Situation_285202,102,,,,,,,,"India has violated every norm of international
behaviour in its ruthless campaign to suppress and
eliminate the legitimate struggle of the Kashmiri people
and to keep those people under subjugation. It has also
extended its acts of terrorism beyond its territory.

We strongly denounce any effort to distort these
facts.

The President: The representative of Afghanistan
has asked for the floor. I call on him now."
439,Afghanistan_Situation_285202,103,,,,,,,,"Mr. Ghalib (Afghanistan): What we heard from the
Pakistani delegation is nothing but a commitment to the
pursuit of a policy of intervention and hegemony based
on Pakistan's attitude of blatancy and impunity towards
Afghanistan. Taking into account the fact that in the
international community there is no longer any kind of
ambiguity over the situation in Afghanistan ?€?
particularly in the wake of the recent developments in
Afghanistan which have fairly framed Pakistan's
manifested military involvement in Afghanistan one way
or another ?€? my delegation will refrain from further
explanations."
440,Afghanistan_Situation_285202,104,,,,,,,,"It will suffice to say that some of the elements killed
in the recent United States missile strikes on the terrorist
camps in eastern Afghanistan have been identified by
both intelligence sources and the world news media as
Pakistani nationals, either plain-clothes army officers of
the Pakistani Government or members of the
organizations based in Pakistan evidently engaged in
terrorist activities worldwide. With all this in mind, it
comes as no surprise to any of us why Pakistan continues

a CT i

recognition to their mercenaries in Afghanistan, the Taliban.

My delegation cannot conclude without associating
itself with the common views expressed by the Member"
441,Afghanistan_Situation_285202,105,,,,,,,,"Pakistani interventions in Afghanistan, and thereby the
establishment of a broad-based, fully representative
Government in the country, will lead to an early return of
lasting peace and civility to Afghanistan.

The President: In view of the lateness of the hour,
I intend, with the concurrence of the members of the

Council, to suspend the meeting now.

The meeting was suspended at 12.50 p.m."
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
